"pop","sex","family","l_1","w_1","a_1","bod_1","l_4","w_4","a_4","bod_4","l_7","w_7","a_7","bod_7","l_10","w_10","a_10","bod_10","l_13","w_13","a_13","bod_13"
"TdelFuego",0,202,1.4545693034,1.2108416482,1.0853912578,22.4178077331,4.2763525135,3.5384006249,5.4104109453,117.0140465291,8.589168366,7.3269128932,14.7542721159,358.8493611439,16.0326225519,15.2765429757,42.0826018505,1214.7770614847,25.0317285348,24.4945882232,89.7445149056,2945.807531693
"TdelFuego",0,202,1.9162962237,1.4606200046,1.5923431804,32.5485577071,5.4859834772,3.9174898024,7.3385983623,164.4385368355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,202,1.2810466026,1.0471392474,0.8170257166,18.6422701649,4.2867214411,4.113388437,5.7974375999,124.0670520293,8.2749072301,7.969900707,15.9300117216,393.6368583201,15.5390608644,14.4780677838,39.8841549064,1138.1091581471,24.2849584708,22.6602034186,78.4244909768,2516.7323978475
"TdelFuego",0,203,1.3228755887,0.9431966042,0.8841917866,18.7803002737,4.0090739035,3.1237252377,4.9644085765,106.5755098483,7.6270593113,5.8021000662,12.3310769742,292.1103612524,14.2651230443,11.4224741363,32.0329298993,884.0165199738,22.3920881766,18.355946247,62.8452023856,1939.2434421652
"TdelFuego",0,203,1.5243445392,1.1363305451,1.0309150002,21.9648417002,4.417140268,3.9111920202,5.5718197732,121.5317631379,8.5016784231,7.3634028714,14.1455620432,342.7148074692,15.70721663,13.3795819685,35.4567237291,991.0045704674,24.2058507548,19.9836460772,68.8691660784,2160.050308622
"TdelFuego",0,203,1.595579592,1.6143627665,1.4923609934,31.1903560157,4.6921060979,4.5959547159,7.3483978167,161.7349757807,9.1753767684,8.6404011961,18.6669165729,472.375959082,16.5347734877,15.0696684396,44.3332626242,1287.9062358491,25.5305081004,23.7813737312,86.9979323188,2842.4891557387
"TdelFuego",0,204,1.3316922769,1.0035236756,0.6832170256,15.251549538,4.1443858278,3.4405181957,4.3741973153,93.0001393763,8.1218509503,7.1087786582,12.4685389197,295.839108739,15.102294297,12.2225879819,29.6961980411,809.5343876895,23.4622913348,19.4266220694,60.320067034,1848.2381395285
"TdelFuego",0,204,1.3724590029,1.2772106721,1.0935521166,23.1131605504,4.2878724233,4.1508272043,6.0452809579,132.8331750393,8.3424697394,7.4215483792,14.5307823011,353.4368665647,15.5497926347,14.4480555762,40.8004167141,1167.7312145131,24.1608730264,22.789524029,79.953681546,2573.2664409077
"TdelFuego",0,204,1.4210114885,1.1062231263,0.9923478288,21.8031926852,4.1561339541,3.9019777646,5.3283449558,112.9897057803,8.1430205194,7.672009176,14.0999347702,342.2728649514,15.0715108961,13.4469183755,34.0353672624,945.7274696087,23.458760673,21.3017912768,69.8707849148,2198.0239458803
"TdelFuego",0,205,1.1053709353,0.8789658086,0.5815705174,13.511668007,3.5015193613,2.9095752909,3.2954397038,68.9777135206,6.9765609984,5.8078795624,8.6417033546,194.9803066335,13.2656658435,10.76722481,23.6845250015,622.8322704018,21.1307183638,18.6575601496,49.5196774772,1466.964622054
"TdelFuego",0,205,1.8531973426,2.0115060009,2.2729778521,46.1211195353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,205,1.375662369,1.3826747687,1.2110122179,25.8452183099,3.7751488982,4.1077639215,5.7902245256,123.8955358659,7.384412008,7.6675086247,14.4791944497,352.8265864329,13.8892845543,13.9708314684,36.2651667676,1018.4278244927,21.8822114114,22.0452974492,69.8631329176,2197.7418275921
"TdelFuego",0,206,1.4525839679,1.1620874058,0.9974201327,20.815325139,4.7462351091,3.4117400223,5.0487254901,108.537439529,9.1762001563,6.9969167626,13.1478305513,314.3696163454,16.7275924049,13.5016318652,34.6626908262,968.9969139799,25.8271690996,20.566873152,65.1450554284,2022.701299254
"TdelFuego",0,206,1.4466032747,0.8861679655,0.8805766939,19.2464507377,4.5845393813,3.4099669735,5.3384843751,116.0196669368,8.8305925414,7.0171302294,14.6528008494,356.8435261368,16.1495556884,12.8379437495,37.8367850547,1069.1709391146,25.2022692132,19.8851383094,76.0593424428,2426.8421083516
"TdelFuego",0,206,1.5033395189,1.1865319796,0.9270175066,20.6165574386,4.4665003853,3.8801338418,5.3955381967,114.5666641557,8.5595270455,7.2431556022,14.151990857,343.718536206,15.6557413907,14.4978705483,38.7737702937,1101.1737546865,24.4462730262,22.4323607638,77.9124117272,2497.4698440928
"TdelFuego",0,207,1.4455374146,1.3936630956,1.1435764469,23.4874765131,4.3092898819,4.0010852777,5.6398443901,122.4405720335,8.3908398901,7.5560419246,14.4626257983,350.708121533,15.3812925195,14.9027220872,39.7314403369,1135.9891198631,23.8411565774,23.1354144062,77.4241368272,2476.8926046221
"TdelFuego",0,207,1.8425402238,1.1884734987,1.1759586664,24.6372244786,5.2316514797,3.8697254793,6.2050720279,136.6813604557,10.1772156149,8.6802233986,19.3618304156,491.8341025584,18.410777472,16.4277315554,48.5432740377,1431.1267672969,28.0426425886,24.4749726192,94.6351405376,3136.4200595681
"TdelFuego",0,207,1.2186841199,1.0330750735,0.8604364429,19.4178378722,4.1934712627,3.3858959253,4.7498380349,99.5548902302,8.4013715789,6.9454498522,12.5084975893,298.5393069397,15.8865529491,13.976699975,36.0965164581,1012.9006524084,24.7410968156,21.542030705,71.136713444,2244.7726147265
"TdelFuego",0,208,1.6405819769,0.8603326833,1.0042967653,20.939932054,4.6890434393,3.1853595055,5.5210916645,119.6271650291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,208,1.4495181002,0.9963818065,0.9430900177,20.3701384075,4.2720142356,3.0030593478,4.6976693346,101.0898572744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,208,1.372941477,1.3675981161,1.0798119651,23.4073519567,4.090504831,4.2706226845,5.8504198476,125.3279975245,7.9877306605,8.2538509461,14.9859124291,367.0024403076,14.8789788099,14.3867768286,36.8961825323,1039.1485713202,23.2758592794,22.6386931364,70.39459565,2217.3492097761
"TdelFuego",0,209,1.2645162509,0.9181493963,0.6293511014,14.3255219317,4.1314773296,2.8952407293,3.4813091076,72.3858519653,8.1551907851,6.1804910063,11.5690977631,273.964665624,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,209,1.2061049703,0.9420145381,0.6293767277,14.8356267087,3.7575181599,3.8336690959,4.2764136188,90.7788509222,7.4494382481,7.1658252761,11.3223467026,264.180827131,14.1211709456,13.8427966911,30.6240148474,837.097043266,22.2543960052,22.4527013712,65.9933912028,2055.7886328501
"TdelFuego",0,210,1.0497807854,0.9016235914,0.646577014,14.6206937569,3.2851255799,2.706400902,3.3620093654,70.4275121719,6.7052626326,5.2544088715,9.0783360131,206.1529897876,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,210,1.4277204715,1.0282562296,0.9277107851,20.092795084,4.0772519898,3.5814244889,5.1487004062,111.5655838923,7.7610480015,6.8447042749,13.2427582176,317.7880984005,14.0365704519,12.6982834014,32.9798668217,910.6475326455,NA,NA,NA,NA
"TdelFuego",0,210,1.2162514787,0.9937847182,0.7101940932,16.7547742686,4.0280519401,3.5209750931,4.4090661288,91.7665016585,8.097225766,7.4608304092,12.6861666372,303.3759849814,15.2726094333,13.9853754398,34.7435422803,968.7275326469,23.8970253742,21.383140073,67.4731720684,2109.9002086705
"TdelFuego",0,211,1.4223349783,1.1607493164,0.928493821,19.5727178167,4.4845958926,4.0260480161,5.6130562077,121.805054947,8.8629030462,8.4291159252,14.978507233,365.1280826051,16.3538512862,15.378241895,39.0069575325,1111.8760275232,25.5760724786,24.8777218568,80.10907188,2578.0135636873
"TdelFuego",0,211,1.4212017372,1.075720356,0.9978391168,21.3621110677,4.2299736027,3.0532350551,4.4757439504,95.9945605328,8.3063093698,6.2678731421,11.9454462285,282.4896088484,15.5747734442,11.2021111442,32.1896971132,885.2335718108,24.2824441372,19.1103635246,64.5279957788,2001.3364784569
"TdelFuego",0,211,1.3737030543,0.8414056395,0.6355870425,15.4554088135,4.152440222,2.9523539755,4.0867695536,84.4919480528,8.1345147041,5.8910722868,11.6408590955,275.0934874486,14.8206150921,11.3475158207,32.3077151655,889.9765473005,22.9472609644,18.4024498324,62.8282999492,1940.7814550188
"TdelFuego",0,212,1.648405248,1.3420791412,1.2527599813,25.5147117185,4.7832643303,4.1247489336,6.447592399,141.8321058734,8.896554492,8.4288857918,16.4451255416,406.5928926099,16.2672341781,15.6180805023,43.6112513921,1266.4272124399,25.1139352176,24.295248848,84.9694233184,2762.6032401476
"TdelFuego",0,212,1.1249957938,1.0382187641,0.6743861681,15.6128417884,3.4771781147,3.1814349729,3.6254517029,76.8654709168,7.136413453,6.8090695121,10.5305232636,244.747339604,13.4729745792,12.1130212227,26.488848895,705.3105884581,21.3238017706,19.1496356258,52.3493884748,1566.5851378078
"TdelFuego",0,212,1.1126254843,0.8270141647,0.5321223804,13.6809232917,3.5851357823,2.9728647781,3.3362403398,67.9280541537,7.3087026219,6.5090143408,10.7883361316,252.3493845256,13.6573709796,13.9577668206,30.9438604775,846.3370306818,21.4713354262,21.4734166294,61.9329563932,1908.433316673
"TdelFuego",0,213,1.0511954652,0.6676933556,0.3252440517,9.2809841723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,213,1.772809398,1.5991748676,1.7006035052,34.6579324051,5.2608270307,4.5738221354,8.4143048431,190.7076174253,10.0666092811,8.3859659569,21.0506713492,539.989760909,18.3116766905,15.0015716639,52.3614843473,1565.9684339472,28.0856654746,22.6554694484,98.6724878436,3295.327187845
"TdelFuego",0,214,1.3843503367,1.0667628092,0.8044448634,17.3667673329,4.2333864325,3.4299310012,4.7219552857,99.5969139922,8.3923947237,6.8257570296,12.1198745957,287.1983732936,15.712756301,12.9314349842,32.9664689048,913.089031782,24.4732756136,20.3738686664,66.4867643516,2073.8060972014
"TdelFuego",0,215,1.3876054121,1.1166037425,0.842122773,18.0325138303,4.2648473263,2.8192110414,3.7091262426,78.059822845,8.4208102237,6.0717804909,10.6500200091,247.1174636421,15.7874064662,11.2141973988,28.5254973227,772.6027519228,24.5932950346,17.1830626432,55.8603870832,1689.1849476286
"TdelFuego",0,215,1.4636088349,1.0802111695,0.8607952274,18.8929232631,4.5000558202,3.7465577917,5.056007934,109.3999184562,8.8667319734,7.3334231153,13.8239682309,333.802662213,16.4425828994,15.3149149565,39.1101907995,1111.3574371149,25.3869119374,24.5236688944,78.1161952584,2504.0153165014
"TdelFuego",0,215,1.4113647539,1.2591739968,1.0805552201,23.4210576374,4.2939831821,3.666617968,5.818971434,124.5793096084,8.2314235183,6.4800932145,13.8853955241,336.3246599036,15.0173327277,10.6038427761,32.7016942261,902.6445067206,23.380368705,17.1551449342,65.8926625808,2052.1130826164
"TdelFuego",0,217,1.3480506586,1.0216429009,0.880848212,18.7206985918,4.1860810493,3.8146927841,5.556266041,120.4594509233,8.2160522993,7.4838216817,14.2688645655,345.3151763609,14.9241800582,14.2422447003,37.4249778345,1059.5007535454,NA,NA,NA,NA
"TdelFuego",0,217,1.5905617845,0.854484621,0.8326862971,18.3923043189,4.9747111167,3.0951273014,5.1875086303,112.4742138326,9.4810256811,6.496903916,14.3230648974,347.6490864448,17.2306353119,12.5588452227,37.2297533031,1049.1490882748,26.473286776,20.940440134,74.9038256516,2383.6499940943
"TdelFuego",0,217,1.2536764873,0.929168567,0.7464051138,17.3910929728,3.9710783719,3.3032752045,4.5893259733,95.874317257,8.098121894,6.6091121212,11.2390516264,264.3365630449,15.1001197788,12.3412023455,30.5662378466,834.3138697658,23.4497805212,20.0730962462,63.9276980828,1980.6146332038
"TdelFuego",0,218,1.38316308,0.9081301538,0.8038304608,17.3559429984,4.1329554428,3.5057796379,5.03984746,107.6388724744,8.1686078609,7.2887641299,14.1192686327,343.6348611719,15.1500262332,13.7739104663,35.0704462277,979.3729872366,23.7718624834,22.7916763214,72.5967675764,2297.7720406362
"TdelFuego",0,218,1.703694619,1.003334523,0.9428620087,20.366022349,4.7843379103,3.4468791676,5.1638482747,111.2249230026,9.1278486356,6.9061134963,13.6118947314,326.3070261206,16.6512351185,13.3203348842,36.3007222828,1020.5680042196,25.6388628554,21.4282998946,72.0428303576,2278.3256431977
"TdelFuego",0,219,1.0676030249,0.9594947746,0.6621009079,14.8874824541,3.2694432975,3.0103295403,3.5563664697,74.0327859772,6.7862970493,5.795194865,10.1674834118,236.7586420985,12.849456537,10.5241687295,25.0500296752,661.8379686079,NA,NA,NA,NA
"TdelFuego",0,219,1.2203148619,0.7611589249,0.5848935029,14.0735536876,3.7712898564,2.6549777608,3.3754868075,70.7215909778,7.4835862165,4.7035457609,9.0745698366,205.2930451992,13.9469141834,9.7743100575,23.1190447946,603.8691113984,21.7803751214,16.881506904,50.083783362,1488.6024217614
"TdelFuego",0,220,1.0398612959,0.5167422693,0.2688756214,8.3852384141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,220,1.5729543964,1.4730125545,1.3616526514,28.1238661489,4.7737243512,4.3700996957,6.9976700981,156.0085379741,9.4017023319,9.2480448848,20.0056950184,510.7806212446,17.2524651285,16.8534527336,51.2246526028,1524.1729609802,26.3915653266,23.9309174454,96.1173293764,3194.1928492776
"TdelFuego",0,220,1.5225257519,1.3115281831,1.2656416211,26.8709418677,4.6219191073,3.9337953426,6.9977024333,153.0868799942,8.906117497,7.9533314677,18.1471960184,457.257791011,16.5488257932,14.8270896123,49.0859402812,1450.9133714439,25.660496922,23.3078491168,93.602491958,3097.419206703
"TdelFuego",0,221,1.2879239972,1.0657048007,0.8387068984,17.9720004288,4.1024962059,3.7674801449,5.0136813641,106.339761511,8.0138801982,7.6014918663,13.9150171984,336.3222103003,15.2672079648,14.9461983437,39.484716433,1126.7792098359,23.7991946734,23.7392096064,83.153494794,2695.6692293006
"TdelFuego",0,222,1.4813331082,1.308032414,1.1402552535,23.4262164467,4.3065261489,4.123768779,6.1210840443,133.2269421903,8.528743195,8.6409706372,17.2045070027,430.8849229176,15.8763316026,15.318036492,43.1703732069,1248.4821350775,24.6628801854,25.0459676242,89.22061787,2926.7644859586
"TdelFuego",0,222,1.1245632588,0.8946613207,0.6094279005,14.4931119022,3.8943650682,3.3983019443,4.3304688819,92.0057768959,7.7824718881,6.7321370233,11.1813455706,260.4220145713,14.8005775593,13.188556172,28.4415182543,768.0971949997,23.5375889014,21.5863997126,60.2027865652,1846.1607369496
"TdelFuego",0,223,1.5542204288,1.2186731936,1.1132236805,22.9285262178,4.4158759207,3.5932691545,5.0943423788,109.6011427268,8.3069625669,6.8080565697,12.8236622308,305.5051632747,15.2264573892,12.3847810008,32.4726539272,898.1427344761,23.617976389,20.9930207502,69.431750626,2179.6581943776
"TdelFuego",0,223,1.4569192533,0.902918363,0.764808222,17.1920120482,4.3228942961,2.3778573449,3.4133652546,72.1991835641,8.4992822881,5.2708078629,10.3186636091,239.1687159552,15.7335806685,10.8022280615,29.308469416,793.5215870536,24.5552374654,18.1197839764,60.8700958964,1869.0726168634
"TdelFuego",0,223,1.315993858,1.2149568868,0.9914843524,21.787443188,3.9940324155,3.9878545297,5.3262380667,112.9403131957,7.8535671803,7.5826991099,13.8008666696,333.9854405744,14.2261998657,12.881800185,33.4874795706,927.9914643177,22.1204811706,19.7582125054,65.3685281952,2033.0038441589
"TdelFuego",0,224,1.4270752967,1.1798728775,1.0525871218,21.8181326115,4.1236501773,3.4691412031,5.1589588675,110.4161611302,8.1091164433,7.2966887964,13.4146077477,324.1460655388,15.2147941395,13.3169142945,32.6407191095,900.6821351523,23.69938826,20.423086115,66.0872809624,2058.1310463496
"TdelFuego",0,224,1.418222659,1.311576641,1.1844932926,24.7959085106,4.5036703027,3.5163222577,5.8380979379,127.1594321167,8.5362938659,6.2770411029,14.4091100465,348.3901384761,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,225,1.6308901526,1.2905217114,1.2124272996,24.7628720338,4.7132946153,3.9451868971,5.9665716812,130.2317740809,8.8867548294,6.9416361421,14.5647480498,353.5555956115,16.2925971024,11.5676969021,35.202639634,986.5903268116,NA,NA,NA,NA
"TdelFuego",0,225,1.5657028396,1.0267198032,0.9827894612,21.0887183387,4.8456645933,4.0635903825,6.3248608361,139.5770914896,9.0917156838,8.0668605906,16.1718586863,399.6602548207,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,225,1.3423583817,1.1496484743,0.9087179235,20.2860053419,4.1087882813,3.6505645648,5.1621962894,109.1048158315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,226,1.4716603314,1.0842727848,0.9861414327,20.6111976304,4.5392257035,3.1713490846,5.0233802233,106.5650852215,8.6729865418,6.6852070159,14.0653067608,340.4873897755,16.0437035255,14.3219150763,39.2426198309,1118.7227334649,24.8733104332,24.3893259312,77.399112858,2478.184130301
"TdelFuego",0,227,1.6648422332,1.1986191416,1.1332712605,23.2974750661,4.5931602515,4.1356511902,5.9147238662,128.9905311688,8.7270334267,7.8489694314,14.8330664236,361.0537560197,16.2401812133,15.7497917366,41.1646437821,1183.9203585499,25.078233064,24.2914147732,79.7139043152,2563.0920165492
"TdelFuego",0,227,1.5718949664,1.2098630228,1.1766775382,24.6505844413,4.6242284933,4.4975849526,6.7366330437,149.6004420558,9.0427875756,9.0039082214,17.544311632,438.9587845064,16.6256457909,16.3756910153,43.8078187078,1269.0621685414,25.868805479,25.3050867484,87.4186111412,2857.4863825435
"TdelFuego",0,227,1.9100510989,1.0651006726,1.2003550882,25.6458339946,5.5620749932,3.7526761519,6.6388655189,144.3145499983,10.4133104879,7.6209783483,16.8594408214,420.1289695775,18.8874805508,14.1704172072,43.3041898203,1253.0092199521,28.533333353,22.1216361008,83.5499393796,2710.7543453399
"TdelFuego",0,228,1.0405534916,0.7904707726,0.543203807,12.8635132566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",0,228,1.5352563522,1.4128707343,1.2634340744,26.2709140752,4.6026729925,4.5311651454,6.7845669821,150.7740710455,8.7895660902,8.5173700319,17.6553289403,442.1618993984,16.1047889982,15.6069614979,45.4374249044,1324.4966473689,25.001241826,25.0611300376,90.5086461572,2976.4368069659
"TdelFuego",0,228,1.4519969838,0.8450690577,0.6699732316,16.0522940384,4.6227506145,3.4097302593,4.7090136352,98.6167775703,8.8595486991,6.7269074368,12.1756698613,289.5109472125,16.3051423992,12.8131793339,30.5082500029,832.4699188475,25.4016054388,19.7474947538,59.7266153008,1829.0779261999
"TdelFuego",1,139,1.6738392594,1.2541637544,1.2987813825,19.7799250996,4.564815013,3.2108788367,5.7148172368,76.392719307,8.4911559813,6.5647069467,14.7345827641,202.9332398326,14.8726883811,12.1555679544,35.7753873236,522.395488425,22.5567496856,18.8993648686,67.0341472868,1028.7039064681
"TdelFuego",1,140,1.0892879054,1.0218580711,0.7229618579,13.0143450159,3.289534355,3.0253755523,3.4074185869,46.2931608893,6.3744668615,5.5894851261,9.4487627357,127.9716216519,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,140,1.1559536644,0.5894182959,0.449006736,10.024106883,3.5561117631,2.3418029789,2.947785581,40.5845222803,6.887274435,4.7849240626,8.4831658428,113.896784686,12.2976111152,8.8188291462,19.740558976,276.5204652747,NA,NA,NA,NA
"TdelFuego",1,141,1.4097502558,1.3636066874,1.1535809136,18.0523695868,4.1989214842,3.8227916091,5.5984568824,75.1576744195,8.0397071524,7.8525272419,15.3865369659,212.2321424562,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,141,1.0143630186,0.7206737328,0.4282261591,9.7898430547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,141,1.5707230901,1.2072755552,1.1604853536,18.4178160872,4.5637181109,3.8758246687,6.359741837,84.8917585078,8.6306062068,6.9168225701,16.0179303721,221.7886255489,15.2029305273,11.6426752425,38.3946492652,563.2521088491,23.0139525588,18.8550117382,75.367838552,1167.8314537312
"TdelFuego",1,142,1.5918880148,1.1361869551,0.9895195902,16.1169552986,4.5449559307,3.4129254448,5.1123272686,68.6922350293,8.6040267069,6.7475987027,12.7469063466,174.1144259967,15.078500154,12.0761306265,32.0311538289,464.1104509824,22.9452474378,18.3044364062,61.731039462,940.5754052614
"TdelFuego",1,142,1.448175005,1.3131002936,1.1203942441,17.8008495494,4.2088293438,3.8216849273,5.3225385779,71.6409474622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,142,1.4315104173,1.4591794555,1.1912811409,18.7837134439,4.3777818713,4.5510412068,6.3844130303,85.2245134938,8.5415466638,8.8492523516,16.4644454943,228.3201689304,15.1433065886,14.084223434,37.5100721537,549.2981997781,23.3209710556,20.2980067922,70.6298453332,1088.5517291494
"TdelFuego",1,143,1.198408644,0.9955058761,0.7077771569,12.8393230404,3.4451522461,2.9535112959,3.7414707344,50.5919196082,6.7308011512,5.8755770815,9.9984213191,135.6609934612,12.0189569079,11.9163130901,24.5663775731,348.8809517341,18.7645101092,18.9214013788,47.308305494,705.7682886987
"TdelFuego",1,143,1.3072359117,1.4322977356,1.06019168,17.089378362,3.9607379057,4.301569369,5.5448779447,74.4427287569,7.661077704,7.9205260595,13.8444940936,189.7151358945,13.6889927024,13.9598834886,33.6331775041,488.6847731532,21.0617003302,21.8312232816,67.864252274,1042.4952449902
"TdelFuego",1,144,1.599662403,1.3636624779,1.3667688509,20.5932396116,4.7487656977,3.9956972229,6.8665181499,92.0727866807,8.9248712055,7.4045871222,17.6395328239,245.7589789364,15.5416132031,13.4529209274,44.5923369356,661.7978516999,23.6900101642,20.6755950474,85.02096386,1330.5241456278
"TdelFuego",1,144,1.5584756701,0.9945051234,0.8951404939,15.1517093978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,145,1.2207796743,1.0225601085,0.7918565292,13.8108762637,3.4291738663,3.0443059813,3.7580811942,50.9609351113,6.6615474246,6.0089449226,10.4180236248,141.0511144543,11.7779014515,10.5033055493,25.4540740097,362.9169112666,18.353971842,17.4632857384,49.9032596976,747.4318697377
"TdelFuego",1,145,1.2377218813,0.9266656704,0.6095647924,11.8489118119,3.8738965142,2.8751741153,3.7055545954,50.4368005208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,145,1.4835569055,0.9945479901,0.9259129301,15.6514082876,4.1424481751,2.7481845371,3.9542044068,53.0356004878,7.797281954,5.5029974671,10.3411079481,140.3054752023,13.7788903263,10.0057669242,26.2020053183,373.769965533,21.251203109,16.5478829382,50.5277894264,757.921979458
"TdelFuego",1,146,1.3369601128,0.9485575766,0.7235512259,13.021142169,3.8333819081,2.7559406475,3.3299626594,45.4540228837,7.5099627263,6.1726093403,10.1093275631,136.7137642576,13.3313080035,10.9418263089,25.3783562591,361.7644394717,20.7004589474,17.5146766692,50.120039842,750.9374950579
"TdelFuego",1,146,1.1720873003,0.9871512592,0.5736855344,11.4389514357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,146,1.1685790338,1.3041427792,0.940327274,15.8202984516,3.63188796,3.8853028488,4.6857305124,62.5884272604,7.0866046113,6.618327765,11.8935447109,162.2726345159,12.6866255859,12.427905975,30.577895285,441.0211352445,NA,NA,NA,NA
"TdelFuego",1,147,1.6204866867,1.6014810891,1.610887145,23.5351214268,4.4611276315,4.0338613857,6.7669141907,90.7212917377,8.2995600809,7.693814433,17.0193425594,236.6343983783,14.4557418368,13.1905328123,40.3796068913,594.66844693,22.0629303382,20.8867603838,80.99882673,1262.4370700571
"TdelFuego",1,147,1.3055500534,0.7590892517,0.5222650279,10.8535551631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,148,1.1844788169,0.6700893628,0.4884695713,10.3349425795,3.6368893106,2.3888945249,2.5312373242,35.332325349,7.1818301112,5.4780495191,8.0988928748,108.7611020334,12.6381711332,8.7704913132,19.8944460999,279.1672887828,19.5998110538,14.4382795402,38.902095592,571.4589502476
"TdelFuego",1,148,1.3267248899,1.3953433409,1.1044351501,17.6120105509,3.960290249,4.1327050316,5.8230697307,78.3210736903,7.5513210299,7.3328445458,14.7145062745,202.6421045477,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,148,1.228549958,0.7810661363,0.5221936441,10.9885833698,3.6762177582,2.5868857693,2.8818822127,39.2958997506,7.2763561831,5.8056811811,9.108385902,123.0628191795,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,149,1.3343999936,1.209303701,0.9624131746,15.7989833158,4.0006712501,3.7702910321,4.9224210337,66.0221401903,7.9360290449,8.1664631394,14.29418667,196.9007654598,14.0374997951,14.8514511923,33.9977132863,494.1894757268,NA,NA,NA,NA
"TdelFuego",1,149,1.447042698,0.9112356298,0.8107007465,14.1681881917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TdelFuego",1,150,1.1051139876,1.0868501851,0.7538052307,13.3704548368,3.6633415193,3.4982148988,4.2743347448,57.6678723876,7.135057254,6.960381181,11.0714474299,150.2685338328,12.7859378219,12.3347381865,26.6700664535,381.4663646106,19.9183115924,18.7133113746,51.2349211228,768.9880749856
"TdelFuego",1,150,1.7480044156,1.152720911,1.2531963332,19.378606907,4.8773189127,3.4837559338,5.9694529406,80.2839215154,9.0265382763,6.4057541713,14.2084699288,195.3155512982,15.6534600092,11.1375953664,34.4441338693,500.9796382957,23.7763300098,17.334623963,67.6231549444,1038.2894660807
"TdelFuego",1,150,1.9924804373,1.1661033552,1.2424858633,19.3934112989,5.5626550313,3.3755134263,6.0420009733,80.6160480566,10.2922308849,6.5910995298,14.2687460466,196.3599136687,17.8508456514,11.9055013656,37.7229942745,552.6543023561,27.0022859392,19.4028506122,73.5541169672,1137.4280958328
"TdelFuego",1,151,1.7473531401,1.4368833604,1.5542695771,22.8499322959,4.7858116746,4.1796882545,7.1614482037,96.0842398176,8.8939655482,7.7519690912,17.9182149698,249.8683881948,15.4262556173,14.3697781487,46.0618410922,685.3516561021,23.164114851,22.3664294322,86.7975833872,1360.6926108477
"TdelFuego",1,151,1.2205787423,1.0787735339,0.7262569443,13.1902860274,3.6574604876,3.3613304495,3.8311056364,51.9053860351,7.0805372172,6.469132937,9.3335611296,125.6984999201,12.6767825591,11.7999897851,23.4939222113,332.8216649427,NA,NA,NA,NA
"TdelFuego",1,152,1.2109148336,0.9125590448,0.6334536157,11.9855658553,3.5894830887,3.2240057231,3.7067991692,50.1442815328,7.0929217617,6.2372387578,9.8144665664,133.0834292804,12.5797681482,10.5906881487,22.8059992949,322.2585080733,19.4551694914,15.2034519908,42.4309135864,627.6618867202
"TdelFuego",1,152,1.3953240804,1.2487298699,1.0878962443,17.4164888836,4.2508796243,3.5896558575,5.311567361,71.3362155749,7.9615454277,6.5578019536,13.592898099,186.0897973757,13.8805984956,12.0272969804,32.5577815513,471.9273030045,21.2928251302,19.2077805408,65.4918938328,1003.121985697
"TdelFuego",1,153,1.2474029655,0.7335734531,0.5430645323,10.9540937567,3.7697055417,2.6772980106,3.1013575056,42.5357096634,7.3062253826,5.6556164577,9.0101674085,121.365121894,12.9861337196,10.8368767853,22.549730693,318.9377747558,20.0104556308,16.072859954,42.902322206,634.9865853968
